Item name,Item Seq,Item Number,NLU Group,NLU Number,Price Group,Price Group Seq,Price Tier,Price Tier Seq,Price Seq,Price 1,Price 2,Price 3,Price 4,Price 5,Price 6,Price 7,Price 8,Price 9,Price 10,Cost 1,Cost 2,Cost 3,Cost 4,Cost 5,Cost 6,Cost 7,Cost 8,Cost 9,Cost 10,Menu Board Price 1,Menu Board Price 2,Menu Board Price 3,Menu Board Price 4,Menu Board Price 5,Menu Board Price 6,Menu Board Price 7,Menu Board Price 8,Menu Board Price 9,Menu Board Price 10,Tare,Surcharge tax,Effective from,Effective to,Cross Reference 1,Cross Reference 2,Combo Group
"Tuna 8pk",207287,201010,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194956,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Ribeye 8pk",207288,201011,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194961,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Duck 8pk",207289,201012,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194966,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Avocado 8pk",207290,201013,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194971,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Shrimp 4pk",207382,200014,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194871,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Shrimp 8pk",207383,201014,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194976,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Mushroom 4pk",207467,200016,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194881,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Mushroom 8pk",207468,201016,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194986,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Chicken",207715,202802,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195026,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Ribeye",207716,202803,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195031,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Baja Fish",207717,202804,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195036,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Belly",207718,202805,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195041,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Mushroom",207719,202806,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195046,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Chorizo 4pk",207555,200017,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194886,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Chorizo 8pk",207556,201017,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194991,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Duck",207720,202807,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195051,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Chorizo",207721,202808,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195056,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Tuna",207722,202809,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195061,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Carnitas",207723,202810,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195066,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Oyster",207725,202812,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195076,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Shrimp",207726,202813,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195081,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Crab 4pk",207566,200018,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194891,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Crab 8pk",207567,201018,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194996,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Lamb 4pk",207819,200020,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194901,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Brussels 4pk",207577,200019,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194896,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Brussels 8pk",207578,201019,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195001,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Lamb 8pk",207820,201020,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195006,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Lamb 4pk",207828,200021,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194906,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Lamb 8pk",207829,201021,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195011,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Lamb",207833,202811,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195071,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"coco shr 4pk",207880,200022,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194911,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"coco shr 8pk",207881,201022,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195016,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Zucchini 4pk",207892,200023,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194916,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Zucchini 8pk",207893,201023,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195021,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Avocado*",207977,202814,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,195086,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Baja 4pk",207265,200001,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194816,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Carnitas 4pk",207266,200002,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194821,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Chicken 4pk",207267,200003,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194826,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Cauli 4pk",207269,200005,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194831,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Falafel 4pk",207270,200006,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194836,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Oyster 4pk",207272,200008,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194841,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Belly 4pk",207273,200009,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194846,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Tuna 4pk",207274,200010,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194851,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Ribeye 4pk",207275,200011,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194856,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Duck 4pk",207276,200012,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194861,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Avocado 4pk",207277,200013,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194866,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Baja 8pk",207278,201001,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194921,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Carnitas 8pk",207279,201002,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194926,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Brisket 4pk",207448,200015,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194876,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Chicken 8pk",207280,201003,,,"16 Rails Juicer Test Food",18,"5 Chastain Park",238,194931,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Brisket 4pk",207448,200015,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194877,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Chicken 8pk",207280,201003,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194932,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Brisket 8pk",207449,201015,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194982,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Cauli 8pk",207282,201005,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194937,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Falafel 8pk",207283,201006,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194942,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Oyster 8pk",207285,201008,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194947,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Belly 8pk",207286,201009,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194952,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Tuna 8pk",207287,201010,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194957,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Ribeye 8pk",207288,201011,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194962,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Duck 8pk",207289,201012,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194967,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Avocado 8pk",207290,201013,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194972,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Shrimp 4pk",207382,200014,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194872,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Shrimp 8pk",207383,201014,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194977,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Mushroom 4pk",207467,200016,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194882,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Mushroom 8pk",207468,201016,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194987,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Chicken",207715,202802,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195027,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Ribeye",207716,202803,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195032,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Baja Fish",207717,202804,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195037,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Belly",207718,202805,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195042,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Mushroom",207719,202806,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195047,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Chorizo 4pk",207555,200017,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194887,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Chorizo 8pk",207556,201017,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194992,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Duck",207720,202807,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195052,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Chorizo",207721,202808,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195057,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Tuna",207722,202809,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195062,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Carnitas",207723,202810,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195067,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Oyster",207725,202812,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195077,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Shrimp",207726,202813,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195082,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Crab 4pk",207566,200018,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194892,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Crab 8pk",207567,201018,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194997,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Lamb 4pk",207819,200020,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194902,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Brussels 4pk",207577,200019,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194897,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Brussels 8pk",207578,201019,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195002,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Lamb 8pk",207820,201020,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195007,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Lamb 4pk",207828,200021,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194907,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Lamb 8pk",207829,201021,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195012,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Lamb",207833,202811,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195072,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"coco shr 4pk",207880,200022,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194912,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"coco shr 8pk",207881,201022,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195017,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Zucchini 4pk",207892,200023,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194917,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Zucchini 8pk",207893,201023,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195022,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Add Avocado*",207977,202814,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,195087,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Baja 4pk",207265,200001,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194817,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Carnitas 4pk",207266,200002,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194822,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Chicken 4pk",207267,200003,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194827,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Cauli 4pk",207269,200005,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194832,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Falafel 4pk",207270,200006,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194837,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Oyster 4pk",207272,200008,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194842,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Belly 4pk",207273,200009,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194847,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Tuna 4pk",207274,200010,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194852,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Ribeye 4pk",207275,200011,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194857,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Duck 4pk",207276,200012,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194862,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Avocado 4pk",207277,200013,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194867,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Baja 8pk",207278,201001,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194922,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Carnitas 8pk",207279,201002,,,"16 Rails Juicer Test Food",18,"6 Mosaic",239,194927,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Baja 4pk",207265,200001,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194818,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Carnitas 4pk",207266,200002,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194823,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Chicken 4pk",207267,200003,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194828,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Cauli 4pk",207269,200005,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194833,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Falafel 4pk",207270,200006,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194838,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Oyster 4pk",207272,200008,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194843,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Belly 4pk",207273,200009,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194848,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Tuna 4pk",207274,200010,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194853,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Ribeye 4pk",207275,200011,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194858,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Duck 4pk",207276,200012,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194863,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Avocado 4pk",207277,200013,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194868,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Baja 8pk",207278,201001,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194923,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Carnitas 8pk",207279,201002,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194928,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Chicken 8pk",207280,201003,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194933,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Brisket 4pk",207448,200015,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194878,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Brisket 8pk",207449,201015,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194983,34.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
"Cauli 8pk",207282,201005,,,"16 Rails Juicer Test Food",18,"7 Reston",240,194938,26.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","",
